Date,Time,Priority,Classification,Description,Packet Type,Source IP, Source Port,
		Destination IP, Destination Port
05/30,19:09:10.917356,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
05/30,19:09:10.918155,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
05/30,19:09:28.472094,2,_Potentially_Bad_Traffic,_ET_DNS_DNS_Query_to_a_.tk_domain_-_Likely_Hostile_,UDP,192.168.88.10,1029,4.2.2.3,53
10/09,06:09:07.402294,1,_A_Network_Trojan_was_Detected,_ET_INFO_JAVA_-_Java_Archive_Download_By_Vulnerable_Client_,TCP,46.37.185.21,80,192.168.115.10,1046
06/18,12:13:57.405165,3,_Misc_activity,_ICMP_Destination_Unreachable_Communication_Administratively_Prohibited_,UDP,88.75.231.254,unspecified,192.168.18.10,unspecified
06/18,12:14:03.527223,3,_Misc_activity,_ICMP_Destination_Unreachable_Port_Unreachable_,UDP,79.116.99.247,unspecified,192.168.18.10,unspecified
01/11,17:44:44.913554,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
01/11,17:44:44.914403,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
01/11,17:45:03.787663,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.30.10,1034,239.255.255.250,1900
01/11,17:45:06.813110,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.30.10,1034,239.255.255.250,1900
01/11,17:45:06.778525,2,_Potentially_Bad_Traffic,_ET_INFO_DYNAMIC_DNS_HTTP_Request_to_a_*.ddns.name_Domain_,TCP,192.168.30.10,1037,178.208.90.42,80
01/11,17:45:06.780746,2,_Potentially_Bad_Traffic,_ET_INFO_DYNAMIC_DNS_HTTP_Request_to_a_*.ddns.name_Domain_,TCP,192.168.30.10,1038,178.208.90.42,80
01/11,17:45:07.269511,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_outbound_connection_from_client_vulnerable_to_POODLE_attack_,TCP,173.194.75.95,443,192.168.30.10,1042
01/11,17:45:07.269511,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_inbound_connection_to_server_vulnerable_to_POODLE_attack_,TCP,173.194.75.95,443,192.168.30.10,1042
01/11,17:45:07.183863,2,_Potentially_Bad_Traffic,_ET_INFO_DYNAMIC_DNS_HTTP_Request_to_a_*.ddns.name_Domain_,TCP,192.168.30.10,1037,178.208.90.42,80
01/11,17:45:07.413832,3,_Misc_activity,_ET_INFO_JAVA_-_ClassID_,TCP,178.208.75.222,80,192.168.30.10,1040
01/11,17:45:07.413832,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_Blackhole_Java_applet_with_obfuscated_URL_Jan_21_2012_,TCP,178.208.75.222,80,192.168.30.10,1040
01/11,17:45:07.413832,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_Blackhole_Java_applet_with_obfuscated_URL_Dec_03_2012_,TCP,178.208.75.222,80,192.168.30.10,1040
01/11,17:45:10.032547,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.30.10,1034,239.255.255.250,1900
01/11,17:45:48.285370,2,_Potentially_Bad_Traffic,_ET_INFO_DYNAMIC_DNS_HTTP_Request_to_a_*.ddns.name_Domain_,TCP,192.168.30.10,1038,178.208.90.42,80
01/11,17:45:48.482059,2,_Potentially_Bad_Traffic,_ET_POLICY_Vulnerable_Java_Version_1.6.x_Detected_,TCP,192.168.30.10,1049,178.208.75.222,80
01/11,17:45:48.482059,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_SUSPICIOUS_Java_Request_to_ChangeIP_Dynamic_DNS_Domain_,TCP,192.168.30.10,1049,178.208.75.222,80
01/11,17:45:48.482059,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Possible_Blackhole_EK_Jar_Download_URI_Struct_,TCP,192.168.30.10,1049,178.208.75.222,80
01/11,17:45:48.611699,2,_Potentially_Bad_Traffic,_ET_INFO_JAR_Size_Under_30K_Size_-_Potentially_Hostile_,TCP,178.208.75.222,80,192.168.30.10,1049
01/11,17:45:48.611699,2,_Potentially_Bad_Traffic,_ET_INFO_Java_File_Sent_With_X-Powered_By_HTTP_Header_-_Common_In_Exploit_Kits_,TCP,178.208.75.222,80,192.168.30.10,1049
01/11,17:45:48.611699,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Blackhole_Java_Exploit_Recent_Jar_(4)_,TCP,178.208.75.222,80,192.168.30.10,1049
01/11,17:45:48.611699,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_SUSPICIOUS_JAR_Download_by_Java_UA_with_non_JAR_EXT_matches_various_EKs_,TCP,178.208.75.222,80,192.168.30.10,1049
01/11,17:45:48.611699,1,_A_Network_Trojan_was_Detected,_ET_INFO_JAVA_-_Java_Archive_Download_By_Vulnerable_Client_,TCP,178.208.75.222,80,192.168.30.10,1049
01/11,17:45:49.485642,2,_Potentially_Bad_Traffic,_ET_POLICY_Vulnerable_Java_Version_1.6.x_Detected_,TCP,192.168.30.10,1054,178.208.75.222,80
01/11,17:45:49.485642,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_SUSPICIOUS_Java_Request_to_ChangeIP_Dynamic_DNS_Domain_,TCP,192.168.30.10,1054,178.208.75.222,80
01/11,17:45:49.485642,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_BHEK_Payload_Download_(java_only_alternate_method_may_overlap_with_2017454)_,TCP,192.168.30.10,1054,178.208.75.222,80
01/11,17:45:49.485642,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Blackhole_request_for_Payload_,TCP,192.168.30.10,1054,178.208.75.222,80
01/11,17:45:49.960037,3,_Misc_activity,_ET_INFO_EXE_-_Served_Attached_HTTP_,TCP,178.208.75.222,80,192.168.30.10,1054
01/11,17:45:49.960037,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_DRIVEBY_Blackhole_-_Payload_Download_-_info.exe_,TCP,178.208.75.222,80,192.168.30.10,1054
01/11,17:45:49.960037,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_PE_EXE_or_DLL_Windows_file_download_HTTP_,TCP,178.208.75.222,80,192.168.30.10,1054
01/11,17:45:49.960037,1,_A_Network_Trojan_was_Detected,_ET_POLICY_Java_EXE_Download_,TCP,178.208.75.222,80,192.168.30.10,1054
01/11,17:45:49.960037,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Java_EXE_Download_by_Vulnerable_Version_-_Likely_Driveby_,TCP,178.208.75.222,80,192.168.30.10,1054
01/11,17:45:50.525760,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_outbound_connection_from_client_vulnerable_to_POODLE_attack_,TCP,87.240.143.247,443,192.168.30.10,1056
01/11,17:45:50.525760,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_inbound_connection_to_server_vulnerable_to_POODLE_attack_,TCP,87.240.143.247,443,192.168.30.10,1056
01/11,17:45:51.043365,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_outbound_connection_from_client_vulnerable_to_POODLE_attack_,TCP,23.1.143.139,443,192.168.30.10,1059
01/11,17:45:51.043365,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_inbound_connection_to_server_vulnerable_to_POODLE_attack_,TCP,23.1.143.139,443,192.168.30.10,1059
01/11,17:45:51.066443,3,_Misc_activity,_INFO_web_bug_0x0_gif_attempt_,TCP,184.31.111.144,80,192.168.30.10,1060
01/11,17:45:51.286577,3,_Misc_activity,_INFO_web_bug_0x0_gif_attempt_,TCP,184.31.111.144,80,192.168.30.10,1060
01/11,17:45:51.700399,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_outbound_connection_from_client_vulnerable_to_POODLE_attack_,TCP,23.1.130.110,443,192.168.30.10,1064
01/11,17:45:51.700399,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_SSLv3_inbound_connection_to_server_vulnerable_to_POODLE_attack_,TCP,23.1.130.110,443,192.168.30.10,1064
01/11,17:45:53.776321,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Blackhole_request_for_Payload_,TCP,192.168.30.10,1040,178.208.75.222,80
01/11,17:45:53.920733,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_BlackHole_2_PDF_Exploit_,TCP,178.208.75.222,80,192.168.30.10,1040
01/11,17:45:53.920733,2,_Potentially_Bad_Traffic,_ET_WEB_CLIENT_PDF_With_Embedded_File_,TCP,178.208.75.222,80,192.168.30.10,1040
01/11,17:45:53.920733,1,_Attempted_User_Privilege_Gain,_ET_CURRENT_EVENTS_DRIVEBY_PDF_Containing_Subform_with_JavaScript_,TCP,178.208.75.222,80,192.168.30.10,1040
01/11,17:45:53.873797,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_Outdated_Windows_Flash_Version_IE_,TCP,192.168.30.10,1066,178.208.75.222,80
01/11,17:45:53.873797,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Blackhole_request_for_Payload_,TCP,192.168.30.10,1066,178.208.75.222,80
01/11,17:46:07.708675,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_System_Progressive_Detection_FakeAV_(AMD)_,TCP,192.168.30.10,1067,103.4.225.41,80
01/11,17:46:08.596761,2,_Potentially_Bad_Traffic,_ET_DNS_DNS_Query_to_a_.tk_domain_-_Likely_Hostile_,UDP,192.168.30.10,1030,4.2.2.3,53
01/11,17:46:08.792407,2,_Potentially_Bad_Traffic,_DNS_SPOOF_query_response_with_TTL_of_1_min._and_no_authority_,UDP,4.2.2.3,53,192.168.30.10,1030
01/11,17:46:08.909868,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_System_Progressive_Detection_FakeAV_(AMD)_,TCP,192.168.30.10,1068,5.104.106.56,80
01/11,17:46:08.909868,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.tk_domain_,TCP,192.168.30.10,1068,5.104.106.56,80
01/11,17:46:09.020469,3,_Misc_activity,_ET_INFO_EXE_-_Served_Attached_HTTP_,TCP,5.104.106.56,80,192.168.30.10,1068
01/11,17:46:09.020469,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_PE_EXE_or_DLL_Windows_file_download_HTTP_,TCP,5.104.106.56,80,192.168.30.10,1068
01/18,13:12:40.163420,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
01/18,13:12:40.164163,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
01/18,13:13:01.808694,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.51.10,1035,239.255.255.250,1900
01/18,13:13:05.282130,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.51.10,1035,239.255.255.250,1900
01/18,13:13:08.297255,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.51.10,1035,239.255.255.250,1900
01/18,13:13:11.701149,3,_Misc_activity,_ET_INFO_EXE_-_Served_Attached_HTTP_,TCP,184.72.230.192,80,192.168.51.10,1039
01/18,13:13:11.701149,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_PE_EXE_or_DLL_Windows_file_download_HTTP_,TCP,184.72.230.192,80,192.168.51.10,1039
01/13,04:22:51.172897,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
01/13,04:22:51.216607,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
01/13,04:23:07.427257,2,_Potentially_Bad_Traffic,_ET_DNS_DNS_Query_to_a_.tk_domain_-_Likely_Hostile_,UDP,192.168.50.10,1029,4.2.2.3,53
01/13,04:23:07.665561,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.tk_domain_,TCP,192.168.50.10,1030,93.170.52.21,80
01/13,04:23:08.195591,3,_Misc_activity,_INFO_web_bug_0x0_gif_attempt_,TCP,173.194.37.3,80,192.168.50.10,1031
01/13,04:23:08.515455,3,_Misc_activity,_ET_INFO_EXE_-_Served_Attached_HTTP_,TCP,208.131.138.217,80,192.168.50.10,1034
01/13,04:23:08.515455,2,_Potentially_Bad_Traffic,_ET_INFO_SUSPICIOUS_Dotted_Quad_Host_MZ_Response_,TCP,208.131.138.217,80,192.168.50.10,1034
01/13,04:23:08.515455,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_PE_EXE_or_DLL_Windows_file_download_HTTP_,TCP,208.131.138.217,80,192.168.50.10,1034
01/13,04:23:09.895891,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.50.10,1038,239.255.255.250,1900
01/13,04:23:12.907267,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.50.10,1038,239.255.255.250,1900
01/13,04:23:15.922748,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.50.10,1038,239.255.255.250,1900
02/04,15:42:43.558039,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
02/04,15:42:43.560813,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
02/04,15:43:10.151040,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.71.10,1062,239.255.255.250,1900
02/04,15:43:13.141702,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.71.10,1062,239.255.255.250,1900
02/04,15:43:15.027952,3,_Misc_activity,_INFO_web_bug_0x0_gif_attempt_,TCP,216.59.38.124,80,192.168.71.10,1084
02/04,15:43:16.157074,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.71.10,1062,239.255.255.250,1900
02/04,15:43:16.882286,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_PE_EXE_or_DLL_Windows_file_download_HTTP_,TCP,92.51.180.142,80,192.168.71.10,1104
09/17,00:40:12.582790,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
09/17,00:40:12.583450,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
09/17,00:40:29.232513,2,_Potentially_Bad_Traffic,_ET_DNS_DNS_Query_for_Suspicious_.cz.cc_Domain_,UDP,192.168.95.10,1029,4.2.2.3,53
09/17,00:40:29.119610,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_Malicious_1px_iframe_related_to_Mass_Wordpress_Injections_,TCP,89.145.93.192,80,192.168.95.10,1030
09/17,00:40:29.599063,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.cz.cc_domain_,TCP,192.168.95.10,1033,188.247.135.29,80
09/17,00:40:29.908468,2,_Potentially_Bad_Traffic,_ET_DNS_DNS_Query_for_Suspicious_.cz.cc_Domain_,UDP,192.168.95.10,1029,4.2.2.3,53
09/17,00:40:30.206672,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Likely_Blackhole_Exploit_Kit_Driveby_?page_Download_Secondary_Request_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:30.206672,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.cz.cc_domain_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:30.423081,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Blackhole_Try_App.title_Catch_-_May_22nd_2012_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:30.423081,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_RedKit/Sakura/CritX/SafePack/FlashPack_applet_+_obfuscated_URL_Apr_10_2013_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:30.423081,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_Blackhole_landing_page_with_malicious_Java_applet_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:32.004152,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.95.10,1037,239.255.255.250,1900
09/17,00:40:32.391423,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.cz.cc_domain_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:32.391423,2,_Potentially_Bad_Traffic,_ET_TROJAN_Potential_Blackhole_Exploit_Pack_Binary_Load_Request_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:32.558520,3,_Misc_activity,_ET_INFO_EXE_-_Served_Attached_HTTP_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:32.558520,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_DRIVEBY_Blackhole_-_Payload_Download_-_calc.exe_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:32.558520,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_PE_EXE_or_DLL_Windows_file_download_HTTP_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:35.210065,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.95.10,1037,239.255.255.250,1900
09/17,00:40:35.047932,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Java/PDF_Exploit_kit_initial_landing_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:35.047932,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Blackhole_PDF_Payload_Request_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:35.047932,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.cz.cc_domain_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:35.230264,2,_Misc_Attack,_ET_INFO_PDF_embedded_in_XDP_file_(Possibly_Malicious)_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:35.230264,2,_Potentially_Bad_Traffic,_ET_WEB_CLIENT_PDF_With_Embedded_File_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:35.230264,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Blackhole_qwe123_PDF_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:35.230264,1,_Attempted_User_Privilege_Gain,_ET_CURRENT_EVENTS_DRIVEBY_PDF_Containing_Subform_with_JavaScript_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:38.410878,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.95.10,1037,239.255.255.250,1900
09/17,00:40:53.638937,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.cz.cc_domain_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:53.638937,2,_Potentially_Bad_Traffic,_ET_TROJAN_Potential_Blackhole_Exploit_Pack_Binary_Load_Request_,TCP,192.168.95.10,1034,31.31.74.37,80
09/17,00:40:53.805794,3,_Misc_activity,_ET_INFO_EXE_-_Served_Attached_HTTP_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:53.805794,2,_Potentially_Bad_Traffic,_ET_CURRENT_EVENTS_DRIVEBY_Blackhole_-_Payload_Download_-_contacts.exe_,TCP,31.31.74.37,80,192.168.95.10,1034
09/17,00:40:55.151186,3,_Misc_activity,_INFO_web_bug_0x0_gif_attempt_,TCP,74.125.229.68,80,192.168.95.10,1042
09/17,00:40:55.803527,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_Outdated_Windows_Flash_Version_IE_,TCP,192.168.95.10,1046,31.31.74.37,80
09/17,00:40:55.803527,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_DRIVEBY_Blackhole_Likely_Flash_Exploit_Request_/field.swf_,TCP,192.168.95.10,1046,31.31.74.37,80
09/17,00:40:55.803527,2,_Potentially_Bad_Traffic,_ET_POLICY_HTTP_Request_to_a_*.cz.cc_domain_,TCP,192.168.95.10,1046,31.31.74.37,80
09/17,00:40:58.371183,2,_Access_to_a_Potentially_Vulnerable_Web_Application,_WEB-IIS_view_source_via_translate_header_,TCP,192.168.95.10,1045,89.208.34.116,80
09/17,00:41:10.365203,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Suspicious_User-Agent_(IE)_,TCP,192.168.95.10,1054,188.229.88.234,80
09/17,00:41:10.365203,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Suspicious_UA_(^IE,TCP,192.168.95.10,1054,188.229.88.234,80
09/17,00:41:10.365203,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Trojan.Win32.A.FakeAV_Reporting_,TCP,192.168.95.10,1054,188.229.88.234,80
09/17,00:41:10.365203,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Fake_AV_GET_,TCP,192.168.95.10,1054,188.229.88.234,80
09/17,00:41:11.284444,1,_A_Network_Trojan_was_Detected,_ET_MALWARE_Fake_Wget_User-Agent_(wget_3.0)_-_Likely_Hostile_,TCP,192.168.95.10,1055,193.105.154.25,80
09/17,00:41:32.772349,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Suspicious_User-Agent_(IE)_,TCP,192.168.95.10,1056,141.136.16.33,80
09/17,00:41:32.772349,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Suspicious_UA_(^IE,TCP,192.168.95.10,1056,141.136.16.33,80
09/17,00:41:32.772349,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Trojan.Win32.A.FakeAV_Reporting_,TCP,192.168.95.10,1056,141.136.16.33,80
09/17,00:41:32.772349,1,_A_Network_Trojan_was_Detected,_ET_TROJAN_Fake_AV_GET_,TCP,192.168.95.10,1056,141.136.16.33,80
09/17,00:41:33.227583,1,_A_Network_Trojan_was_Detected,_ET_MALWARE_Fake_Wget_User-Agent_(wget_3.0)_-_Likely_Hostile_,TCP,192.168.95.10,1057,89.46.251.133,80
03/14,14:12:47.824665,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
03/14,14:12:47.825415,2,_Potentially_Bad_Traffic,_BAD-TRAFFIC_same_SRC/DST_,UDP,0.0.0.0,68,255.255.255.255,67
03/14,14:13:08.939018,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_Outdated_Windows_Flash_Version_IE_,TCP,192.168.52.10,1038,192.185.23.177,80
03/14,14:13:09.216872,1,_A_Network_Trojan_was_Detected,_ET_INFO_SimpleTDS_go.php_(sid)_,TCP,192.168.52.10,1046,188.66.5.85,80
03/14,14:13:09.676348,3,_Misc_activity,_INFO_web_bug_0x0_gif_attempt_,TCP,173.194.127.162,80,192.168.52.10,1045
03/14,14:13:14.804068,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.52.10,1053,239.255.255.250,1900
03/14,14:13:15.234783,2,_Potentially_Bad_Traffic,_ET_INFO_DNS_Query_to_a_*.pw_domain_-_Likely_Hostile_,UDP,192.168.52.10,1044,4.2.2.3,53
03/14,14:13:15.434355,2,_Potentially_Bad_Traffic,_ET_INFO_HTTP_Request_to_a_*.pw_domain_,TCP,192.168.52.10,1055,67.196.50.144,80
03/14,14:13:16.978528,2,_Potentially_Bad_Traffic,_ET_INFO_HTTP_Request_to_a_*.pw_domain_,TCP,192.168.52.10,1056,67.196.50.144,80
03/14,14:13:17.870171,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.52.10,1053,239.255.255.250,1900
03/14,14:13:21.163967,3,_Detection_of_a_Network_Scan,_SCAN_UPnP_service_discover_attempt_,UDP,192.168.52.10,1053,239.255.255.250,1900
03/14,14:13:22.494672,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Possible_Magnitude_IE_EK_Payload_Nov_8_2013_,TCP,192.168.52.10,1057,67.196.50.144,80
03/14,14:13:22.494672,1,_Attempted_User_Privilege_Gain,_ET_CURRENT_EVENTS_NeoSploit_-_TDS_,TCP,192.168.52.10,1057,67.196.50.144,80
03/14,14:13:22.605477,2,_Potentially_Bad_Traffic,_ET_INFO_SUSPICIOUS_Dotted_Quad_Host_MZ_Response_,TCP,67.196.50.144,80,192.168.52.10,1057
03/14,14:13:22.605477,1,_Potential_Corporate_Privacy_Violation,_ET_POLICY_PE_EXE_or_DLL_Windows_file_download_HTTP_,TCP,67.196.50.144,80,192.168.52.10,1057
03/14,14:13:22.605477,1,_A_Network_Trojan_was_Detected,_ET_MALWARE_Possible_Windows_executable_sent_when_remote_host_claims_to_send_html_content_,TCP,67.196.50.144,80,192.168.52.10,1057
03/14,14:13:24.326630,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Possible_Magnitude_IE_EK_Payload_Nov_8_2013_,TCP,192.168.52.10,1058,67.196.50.144,80
03/14,14:13:24.326630,1,_Attempted_User_Privilege_Gain,_ET_CURRENT_EVENTS_NeoSploit_-_TDS_,TCP,192.168.52.10,1058,67.196.50.144,80
03/14,14:13:24.530650,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Possible_Magnitude_IE_EK_Payload_Nov_8_2013_,TCP,192.168.52.10,1059,67.196.50.144,80
03/14,14:13:24.530650,1,_Attempted_User_Privilege_Gain,_ET_CURRENT_EVENTS_NeoSploit_-_TDS_,TCP,192.168.52.10,1059,67.196.50.144,80
03/14,14:13:24.731076,1,_A_Network_Trojan_was_Detected,_ET_CURRENT_EVENTS_Possible_Magnitude_IE_EK_Payload_Nov_8_2013_,TCP,192.168.52.10,1060,67.196.50.144,80
